"REF_DATE","GEO","DGUID","Rank","Gender","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019/2020","New Brunswick","2021A000213","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475888","5.3.3.2","45.2","","","","1"
"2020/2021","New Brunswick","2021A000213","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475888","5.3.3.2","45.1","","","","1"
"2021/2022","New Brunswick","2021A000213","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475888","5.3.3.2","44.5","","","","1"
"2022/2023","New Brunswick","2021A000213","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475888","5.3.3.2","45.2","","","","1"
"2023/2024","New Brunswick","2021A000213","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475888","5.3.3.2","46.7","","","","1"
"2019/2020","New Brunswick","2021A000213","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475981","5.4.1.2","100.0","","","","1"
"2020/2021","New Brunswick","2021A000213","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475981","5.4.1.2","100.0","","","","1"
"2021/2022","New Brunswick","2021A000213","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475981","5.4.1.2","100.0","","","","1"
"2022/2023","New Brunswick","2021A000213","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475981","5.4.1.2","100.0","","","","1"
"2023/2024","New Brunswick","2021A000213","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475981","5.4.1.2","100.0","","","","1"
"2019/2020","New Brunswick","2021A000213","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475984","5.4.2.2","48.5","","","","1"
"2020/2021","New Brunswick","2021A000213","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475984","5.4.2.2","48.4","","","","1"
"2021/2022","New Brunswick","2021A000213","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475984","5.4.2.2","47.0","","","","1"
"2022/2023","New Brunswick","2021A000213","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475984","5.4.2.2","49.5","","","","1"
"2023/2024","New Brunswick","2021A000213","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475984","5.4.2.2","43.4","","","","1"
"2019/2020","New Brunswick","2021A000213","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475987","5.4.3.2","51.5","","","","1"
"2020/2021","New Brunswick","2021A000213","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475987","5.4.3.2","51.6","","","","1"
"2021/2022","New Brunswick","2021A000213","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475987","5.4.3.2","53.0","","","","1"
"2022/2023","New Brunswick","2021A000213","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475987","5.4.3.2","50.5","","","","1"
"2023/2024","New Brunswick","2021A000213","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475987","5.4.3.2","56.6","","","","1"
"2019/2020","New Brunswick","2021A000213","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476080","5.5.1.2","100.0","","","","1"
"2020/2021","New Brunswick","2021A000213","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476080","5.5.1.2","100.0","","","","1"
"2021/2022","New Brunswick","2021A000213","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476080","5.5.1.2","100.0","","","","1"
"2022/2023","New Brunswick","2021A000213","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476080","5.5.1.2","100.0","","","","1"
"2023/2024","New Brunswick","2021A000213","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476080","5.5.1.2","100.0","","","","1"
"2019/2020","New Brunswick","2021A000213","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476083","5.5.2.2","35.5","","","","1"
"2020/2021","New Brunswick","2021A000213","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476083","5.5.2.2","35.6","","","","1"
"2021/2022","New Brunswick","2021A000213","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476083","5.5.2.2","35.9","","","","1"
"2022/2023","New Brunswick","2021A000213","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476083","5.5.2.2","35.3","","","","1"
"2023/2024","New Brunswick","2021A000213","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476083","5.5.2.2","38.6","","","","1"
"2019/2020","New Brunswick","2021A000213","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476086","5.5.3.2","64.5","","","","1"
"2020/2021","New Brunswick","2021A000213","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476086","5.5.3.2","64.4","","","","1"
"2021/2022","New Brunswick","2021A000213","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476086","5.5.3.2","64.1","","","","1"
"2022/2023","New Brunswick","2021A000213","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476086","5.5.3.2","64.7","","","","1"
"2023/2024","New Brunswick","2021A000213","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476086","5.5.3.2","61.4","","","","1"
"2019/2020","Quebec","2021A000224","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475693","6.1.1.2","100.0","","","","1"
"2020/2021","Quebec","2021A000224","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475693","6.1.1.2","100.0","","","","1"
"2021/2022","Quebec","2021A000224","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475693","6.1.1.2","100.0","","","","1"
"2022/2023","Quebec","2021A000224","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475693","6.1.1.2","100.0","","","","1"
"2023/2024","Quebec","2021A000224","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475693","6.1.1.2","100.0","","","","1"
"2019/2020","Quebec","2021A000224","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475696","6.1.2.2","60.5","","","","1"
"2020/2021","Quebec","2021A000224","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475696","6.1.2.2","59.8","","","","1"
"2021/2022","Quebec","2021A000224","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475696","6.1.2.2","59.4","","","","1"
"2022/2023","Quebec","2021A000224","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475696","6.1.2.2","58.7","","","","1"
"2023/2024","Quebec","2021A000224","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475696","6.1.2.2","58.2","","","","1"
"2019/2020","Quebec","2021A000224","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475699","6.1.3.2","39.5","","","","1"
"2020/2021","Quebec","2021A000224","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475699","6.1.3.2","40.2","","","","1"
"2021/2022","Quebec","2021A000224","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475699","6.1.3.2","40.6","","","","1"
"2022/2023","Quebec","2021A000224","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475699","6.1.3.2","41.3","","","","1"
"2023/2024","Quebec","2021A000224","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475699","6.1.3.2","41.8","","","","1"
"2019/2020","Quebec","2021A000224","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475792","6.2.1.2","100.0","","","","1"
"2020/2021","Quebec","2021A000224","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475792","6.2.1.2","100.0","","","","1"
"2021/2022","Quebec","2021A000224","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475792","6.2.1.2","100.0","","","","1"
"2022/2023","Quebec","2021A000224","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475792","6.2.1.2","100.0","","","","1"
"2023/2024","Quebec","2021A000224","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475792","6.2.1.2","100.0","","","","1"
"2019/2020","Quebec","2021A000224","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475795","6.2.2.2","69.6","","","","1"
"2020/2021","Quebec","2021A000224","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475795","6.2.2.2","68.8","","","","1"
"2021/2022","Quebec","2021A000224","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475795","6.2.2.2","68.0","","","","1"
"2022/2023","Quebec","2021A000224","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475795","6.2.2.2","67.1","","","","1"
"2023/2024","Quebec","2021A000224","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475795","6.2.2.2","66.2","","","","1"
"2019/2020","Quebec","2021A000224","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475798","6.2.3.2","30.4","","","","1"
"2020/2021","Quebec","2021A000224","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475798","6.2.3.2","31.2","","","","1"
"2021/2022","Quebec","2021A000224","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475798","6.2.3.2","32.0","","","","1"
"2022/2023","Quebec","2021A000224","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475798","6.2.3.2","32.9","","","","1"
"2023/2024","Quebec","2021A000224","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475798","6.2.3.2","33.8","","","","1"
"2019/2020","Quebec","2021A000224","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475891","6.3.1.2","100.0","","","","1"
"2020/2021","Quebec","2021A000224","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475891","6.3.1.2","100.0","","","","1"
"2021/2022","Quebec","2021A000224","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475891","6.3.1.2","100.0","","","","1"
"2022/2023","Quebec","2021A000224","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475891","6.3.1.2","100.0","","","","1"
"2023/2024","Quebec","2021A000224","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475891","6.3.1.2","100.0","","","","1"
"2019/2020","Quebec","2021A000224","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475894","6.3.2.2","56.2","","","","1"
"2020/2021","Quebec","2021A000224","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475894","6.3.2.2","55.4","","","","1"
"2021/2022","Quebec","2021A000224","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475894","6.3.2.2","55.6","","","","1"
"2022/2023","Quebec","2021A000224","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475894","6.3.2.2","55.5","","","","1"
"2023/2024","Quebec","2021A000224","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475894","6.3.2.2","55.2","","","","1"
"2019/2020","Quebec","2021A000224","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475897","6.3.3.2","43.8","","","","1"
"2020/2021","Quebec","2021A000224","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475897","6.3.3.2","44.6","","","","1"
"2021/2022","Quebec","2021A000224","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475897","6.3.3.2","44.4","","","","1"
"2022/2023","Quebec","2021A000224","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475897","6.3.3.2","44.5","","","","1"
"2023/2024","Quebec","2021A000224","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475897","6.3.3.2","44.8","","","","1"
"2019/2020","Quebec","2021A000224","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475990","6.4.1.2","100.0","","","","1"
"2020/2021","Quebec","2021A000224","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475990","6.4.1.2","100.0","","","","1"
"2021/2022","Quebec","2021A000224","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475990","6.4.1.2","100.0","","","","1"
"2022/2023","Quebec","2021A000224","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475990","6.4.1.2","100.0","","","","1"
"2023/2024","Quebec","2021A000224","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475990","6.4.1.2","100.0","","","","1"
"2019/2020","Quebec","2021A000224","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475993","6.4.2.2","50.2","","","","1"
"2020/2021","Quebec","2021A000224","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475993","6.4.2.2","50.3","","","","1"
"2021/2022","Quebec","2021A000224","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475993","6.4.2.2","49.7","","","","1"
"2022/2023","Quebec","2021A000224","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475993","6.4.2.2","47.8","","","","1"
"2023/2024","Quebec","2021A000224","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475993","6.4.2.2","47.8","","","","1"
"2019/2020","Quebec","2021A000224","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475996","6.4.3.2","49.8","","","","1"
"2020/2021","Quebec","2021A000224","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475996","6.4.3.2","49.7","","","","1"
"2021/2022","Quebec","2021A000224","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475996","6.4.3.2","50.3","","","","1"
"2022/2023","Quebec","2021A000224","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475996","6.4.3.2","52.2","","","","1"
"2023/2024","Quebec","2021A000224","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475996","6.4.3.2","52.2","","","","1"
"2019/2020","Quebec","2021A000224","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476089","6.5.1.2","100.0","","","","1"
"2020/2021","Quebec","2021A000224","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476089","6.5.1.2","100.0","","","","1"
"2021/2022","Quebec","2021A000224","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476089","6.5.1.2","100.0","","","","1"
"2022/2023","Quebec","2021A000224","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476089","6.5.1.2","100.0","","","","1"
"2023/2024","Quebec","2021A000224","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476089","6.5.1.2","100.0","","","","1"
"2019/2020","Quebec","2021A000224","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476092","6.5.2.2","46.9","","","","1"
"2020/2021","Quebec","2021A000224","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476092","6.5.2.2","46.2","","","","1"
"2021/2022","Quebec","2021A000224","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476092","6.5.2.2","45.9","","","","1"
"2022/2023","Quebec","2021A000224","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476092","6.5.2.2","44.9","","","","1"
"2023/2024","Quebec","2021A000224","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476092","6.5.2.2","45.9","","","","1"
"2019/2020","Quebec","2021A000224","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476095","6.5.3.2","53.1","","","","1"
"2020/2021","Quebec","2021A000224","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476095","6.5.3.2","53.8","","","","1"
"2021/2022","Quebec","2021A000224","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476095","6.5.3.2","54.1","","","","1"
"2022/2023","Quebec","2021A000224","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476095","6.5.3.2","55.1","","","","1"
"2023/2024","Quebec","2021A000224","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476095","6.5.3.2","54.1","","","","1"
"2019/2020","Ontario","2021A000235","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475702","7.1.1.2","100.0","","","","1"
"2020/2021","Ontario","2021A000235","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475702","7.1.1.2","100.0","","","","1"
"2021/2022","Ontario","2021A000235","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475702","7.1.1.2","100.0","","","","1"
"2022/2023","Ontario","2021A000235","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475702","7.1.1.2","100.0","","","","1"
"2023/2024","Ontario","2021A000235","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475702","7.1.1.2","100.0","","","","1"
"2019/2020","Ontario","2021A000235","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475705","7.1.2.2","59.1","","","","1"
"2020/2021","Ontario","2021A000235","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475705","7.1.2.2","58.4","","","","1"
"2021/2022","Ontario","2021A000235","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475705","7.1.2.2","58.2","","","","1"
"2022/2023","Ontario","2021A000235","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475705","7.1.2.2","57.6","","","","1"
"2023/2024","Ontario","2021A000235","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475705","7.1.2.2","57.4","","","","1"
"2019/2020","Ontario","2021A000235","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475708","7.1.3.2","40.9","","","","1"
"2020/2021","Ontario","2021A000235","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475708","7.1.3.2","41.6","","","","1"
"2021/2022","Ontario","2021A000235","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475708","7.1.3.2","41.8","","","","1"
"2022/2023","Ontario","2021A000235","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475708","7.1.3.2","42.4","","","","1"
"2023/2024","Ontario","2021A000235","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475708","7.1.3.2","42.6","","","","1"
"2019/2020","Ontario","2021A000235","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475801","7.2.1.2","100.0","","","","1"
"2020/2021","Ontario","2021A000235","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475801","7.2.1.2","100.0","","","","1"
"2021/2022","Ontario","2021A000235","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475801","7.2.1.2","100.0","","","","1"
"2022/2023","Ontario","2021A000235","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475801","7.2.1.2","100.0","","","","1"
"2023/2024","Ontario","2021A000235","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475801","7.2.1.2","100.0","","","","1"
"2019/2020","Ontario","2021A000235","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475804","7.2.2.2","70.0","","","","1"
"2020/2021","Ontario","2021A000235","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475804","7.2.2.2","69.0","","","","1"
"2021/2022","Ontario","2021A000235","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475804","7.2.2.2","68.5","","","","1"
"2022/2023","Ontario","2021A000235","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475804","7.2.2.2","67.7","","","","1"
"2023/2024","Ontario","2021A000235","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475804","7.2.2.2","67.4","","","","1"
"2019/2020","Ontario","2021A000235","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475807","7.2.3.2","30.0","","","","1"
"2020/2021","Ontario","2021A000235","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475807","7.2.3.2","31.0","","","","1"
"2021/2022","Ontario","2021A000235","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475807","7.2.3.2","31.5","","","","1"
"2022/2023","Ontario","2021A000235","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475807","7.2.3.2","32.3","","","","1"
"2023/2024","Ontario","2021A000235","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475807","7.2.3.2","32.6","","","","1"
"2019/2020","Ontario","2021A000235","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475900","7.3.1.2","100.0","","","","1"
"2020/2021","Ontario","2021A000235","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475900","7.3.1.2","100.0","","","","1"
"2021/2022","Ontario","2021A000235","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475900","7.3.1.2","100.0","","","","1"
"2022/2023","Ontario","2021A000235","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475900","7.3.1.2","100.0","","","","1"
"2023/2024","Ontario","2021A000235","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475900","7.3.1.2","100.0","","","","1"
"2019/2020","Ontario","2021A000235","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475903","7.3.2.2","55.9","","","","1"
"2020/2021","Ontario","2021A000235","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475903","7.3.2.2","55.2","","","","1"
"2021/2022","Ontario","2021A000235","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475903","7.3.2.2","55.7","","","","1"
"2022/2023","Ontario","2021A000235","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475903","7.3.2.2","56.2","","","","1"
"2023/2024","Ontario","2021A000235","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475903","7.3.2.2","56.1","","","","1"
"2019/2020","Ontario","2021A000235","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475906","7.3.3.2","44.1","","","","1"
"2020/2021","Ontario","2021A000235","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475906","7.3.3.2","44.8","","","","1"
"2021/2022","Ontario","2021A000235","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475906","7.3.3.2","44.3","","","","1"
"2022/2023","Ontario","2021A000235","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475906","7.3.3.2","43.8","","","","1"
"2023/2024","Ontario","2021A000235","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475906","7.3.3.2","43.9","","","","1"
"2019/2020","Ontario","2021A000235","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475999","7.4.1.2","100.0","","","","1"
"2020/2021","Ontario","2021A000235","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475999","7.4.1.2","100.0","","","","1"
"2021/2022","Ontario","2021A000235","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475999","7.4.1.2","100.0","","","","1"
"2022/2023","Ontario","2021A000235","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475999","7.4.1.2","100.0","","","","1"
"2023/2024","Ontario","2021A000235","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475999","7.4.1.2","100.0","","","","1"
"2019/2020","Ontario","2021A000235","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476002","7.4.2.2","51.9","","","","1"
"2020/2021","Ontario","2021A000235","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476002","7.4.2.2","51.7","","","","1"
"2021/2022","Ontario","2021A000235","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476002","7.4.2.2","50.5","","","","1"
"2022/2023","Ontario","2021A000235","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476002","7.4.2.2","48.3","","","","1"
"2023/2024","Ontario","2021A000235","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476002","7.4.2.2","48.0","","","","1"
"2019/2020","Ontario","2021A000235","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476005","7.4.3.2","48.1","","","","1"
"2020/2021","Ontario","2021A000235","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476005","7.4.3.2","48.3","","","","1"
"2021/2022","Ontario","2021A000235","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476005","7.4.3.2","49.5","","","","1"
"2022/2023","Ontario","2021A000235","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476005","7.4.3.2","51.7","","","","1"
"2023/2024","Ontario","2021A000235","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476005","7.4.3.2","52.0","","","","1"
"2019/2020","Ontario","2021A000235","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476098","7.5.1.2","100.0","","","","1"
"2020/2021","Ontario","2021A000235","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476098","7.5.1.2","100.0","","","","1"
"2021/2022","Ontario","2021A000235","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476098","7.5.1.2","100.0","","","","1"
"2022/2023","Ontario","2021A000235","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476098","7.5.1.2","100.0","","","","1"
"2023/2024","Ontario","2021A000235","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476098","7.5.1.2","100.0","","","","1"
"2019/2020","Ontario","2021A000235","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476101","7.5.2.2","47.7","","","","1"
"2020/2021","Ontario","2021A000235","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476101","7.5.2.2","46.4","","","","1"
